ACRES_AG_1MI,BIRD_COUNT,Barns,COUNTYNAME,Operation,APP_RATE,Status,WASTE_OUTPUT,TYPE,X,Y,MMBTU_potential
485,35718,3,Richmond,Unknown,1085,Unknown,263,Poultry - Broiler,-79.7592,35.1483,2008.1096206850796
373,47624,4,Richmond,Unknown,1882,Unknown,351,Poultry - Broiler,-79.6917,35.1709,2680.0246268458664
431,47624,4,Richmond,Unknown,1629,Unknown,351,Poultry - Broiler,-79.6812,35.1685,2680.0246268458664
287,95248,8,Richmond,Unknown,4892,Unknown,702,Poultry - Broiler,-79.6272,35.1333,5360.049253691733
810,54510,5,Anson,MURPHY FARMS INC,1252,Unknown,507,Poultry - Broiler,-80.1332,35.1366,3871.146683221807
730,11906,1,Richmond,Unknown,241,Unknown,88,Poultry - Broiler,-79.9978,35.1185,671.915006160787
841,47624,4,Richmond,Unknown,835,Unknown,351,Poultry - Broiler,-79.923,35.1224,2680.0246268458664
137,47624,4,Richmond,Unknown,5124,Unknown,351,Poultry - Broiler,-79.8953,35.1468,2680.0246268458664
114,47624,4,Richmond,Unknown,6158,Unknown,351,Poultry - Broiler,-79.8935,35.1503,2680.0246268458664
449,95248,8,Richmond,SANDY RIDGE RANCH LLC,3127,Unknown,702,Poultry - Broiler,-79.7345,35.1522,5360.049253691733
1316,95248,8,Richmond,Unknown,1067,Unknown,702,Poultry - Broiler,-79.9946,35.1037,5360.049253691733
127,71436,6,Richmond,Unknown,8283,Unknown,526,Poultry - Broiler,-79.8275,35.1114,4016.219241370159
187,71436,6,Richmond,Unknown,5626,Unknown,526,Poultry - Broiler,-79.6916,35.1391,4016.219241370159
351,71436,6,Richmond,JEDEDIAH FARMS INC,2997,Unknown,526,Poultry - Broiler,-79.6498,35.1359,4016.219241370159
565,54510,5,Anson,HIGH RIDGE FARM LLC,1795,Unknown,507,Poultry - Broiler,-80.1333,35.1079,3871.146683221807
388,154778,13,Richmond,Unknown,5876,Unknown,1140,Poultry - Broiler,-79.7124,35.1246,8704.353488901104
395,95248,8,Richmond,Unknown,3554,Unknown,702,Poultry - Broiler,-79.7093,35.1251,5360.049253691733
225,71436,6,Richmond,Unknown,4676,Unknown,526,Poultry - Broiler,-79.6901,35.1295,4016.219241370159
343,95248,8,Richmond,DERBY FARMS LLC,4093,Unknown,702,Poultry - Broiler,-79.6131,35.1138,5360.049253691733
68,59530,5,Richmond,Unknown,12912,Unknown,439,Poultry - Broiler,-79.7642,35.0987,3351.939633006654
123,47624,4,Richmond,Unknown,5707,Unknown,351,Poultry - Broiler,-79.7473,35.0785,2680.0246268458664
118,35718,3,Richmond,Unknown,4458,Unknown,263,Poultry - Broiler,-79.6994,35.0907,2008.1096206850796
109,47624,4,Richmond,Unknown,6440,Unknown,351,Poultry - Broiler,-79.6619,35.0928,2680.0246268458664
115,107154,9,Richmond,Unknown,13739,Unknown,790,Poultry - Broiler,-79.6628,35.0908,6031.964259852521
537,43608,4,Anson,Unknown,1508,Unknown,405,Poultry - Broiler,-80.1553,35.0723,3092.336107899077
487,43608,4,Anson,D J & J FARMS LLC,1663,Unknown,405,Poultry - Broiler,-80.1514,35.0665,3092.336107899077
214,43608,4,Anson,Unknown,3785,Unknown,405,Poultry - Broiler,-80.0145,35.0562,3092.336107899077
22,130824,12,Anson,ROM INVESTMENTS LLC,110545,Unknown,1216,Poultry - Broiler,-79.9642,35.0309,9284.643721494513
94,35718,3,Richmond,Unknown,5596,Unknown,263,Poultry - Broiler,-79.823,35.0599,2008.1096206850796
190,23812,2,Richmond,Unknown,1842,Unknown,175,Poultry - Broiler,-79.6961,35.0533,1336.1946145242925
158,97128,8,Hoke,Unknown,12354,Unknown,976,Poultry - Broiler,-79.3341,35.0335,7452.148250146911
304,10902,1,Anson,Unknown,664,Unknown,101,Poultry - Broiler,-80.1488,35.0419,771.1751775254488
57,23812,2,Richmond,Unknown,6140,Unknown,175,Poultry - Broiler,-79.8387,35.0451,1336.1946145242925
73,23812,2,Richmond,Unknown,4795,Unknown,175,Poultry - Broiler,-79.8087,35.0453,1336.1946145242925
166,23812,2,Richmond,Unknown,2108,Unknown,175,Poultry - Broiler,-79.7714,35.0626,1336.1946145242925
150,23812,2,Richmond,Unknown,2333,Unknown,175,Poultry - Broiler,-79.7689,35.0608,1336.1946145242925
85,35718,3,Richmond,Unknown,6188,Unknown,263,Poultry - Broiler,-79.7199,35.0475,2008.1096206850796
135,47624,4,Richmond,Unknown,5200,Unknown,351,Poultry - Broiler,-79.6679,35.0407,2680.0246268458664
179,71436,6,Richmond,Unknown,5877,Unknown,526,Poultry - Broiler,-79.5883,35.0327,4016.219241370159
190,21804,2,Anson,Unknown,2137,Unknown,203,Poultry - Broiler,-80.0426,35.0435,1549.9857528481793
96,43608,4,Anson,Unknown,8438,Unknown,405,Poultry - Broiler,-80.0204,35.0344,3092.336107899077
58,23812,2,Richmond,Unknown,6034,Unknown,175,Poultry - Broiler,-79.8347,35.0413,1336.1946145242925
99,71436,6,Richmond,Unknown,10626,Unknown,526,Poultry - Broiler,-79.8276,35.0204,4016.219241370159
82,35718,3,Richmond,Unknown,6415,Unknown,263,Poultry - Broiler,-79.7842,35.0169,2008.1096206850796
42,71436,6,Richmond,Unknown,25048,Unknown,526,Poultry - Broiler,-79.734,35.0094,4016.219241370159
97,47624,4,Richmond,Unknown,7237,Unknown,351,Poultry - Broiler,-79.7188,35.0392,2680.0246268458664
90,47624,4,Richmond,Unknown,7800,Unknown,351,Poultry - Broiler,-79.7182,35.0396,2680.0246268458664
2,47624,4,Richmond,Unknown,351000,Unknown,351,Poultry - Broiler,-79.6583,35.0119,2680.0246268458664
179,71436,6,Richmond,Unknown,5877,Unknown,526,Poultry - Broiler,-79.5886,35.0321,4016.219241370159
406,109020,10,Anson,Unknown,4990,Unknown,1013,Poultry - Broiler,-80.1808,34.9782,7734.657968646333
43,47624,4,Richmond,Unknown,16326,Unknown,351,Poultry - Broiler,-79.7351,35.0268,2680.0246268458664
330,47624,4,Richmond,Unknown,2127,Unknown,351,Poultry - Broiler,-79.6291,34.9948,2680.0246268458664
468,48564,4,Hoke,Unknown,2085,Unknown,488,Poultry - Broiler,-79.3152,35.0033,3726.0741250734554
99,71436,6,Richmond,Unknown,10626,Unknown,526,Poultry - Broiler,-79.8284,35.0197,4016.219241370159
148,47624,4,Richmond,Unknown,4743,Unknown,351,Poultry - Broiler,-79.6494,34.9911,2680.0246268458664
9,142872,12,Richmond,Unknown,234000,Unknown,1053,Poultry - Broiler,-79.5947,34.9934,8040.0738805375995
309,109269,9,Hoke,"BUTTERBALL, LLC",7107,Unknown,1098,Poultry - Broiler,-79.3278,34.9935,8383.666781415275
445,79172,4,Cumberland,CENTRAL FARMS INC,3829,Unknown,852,Poultry - Broiler,-78.7328,34.9828,6505.358923283984
34,43608,4,Anson,BIG ROCK FARM INC,23824,Unknown,405,Poultry - Broiler,-79.9508,34.9744,3092.336107899077
57,35718,3,Richmond,Unknown,9228,Unknown,263,Poultry - Broiler,-79.7175,34.9762,2008.1096206850796
306,162968,8,Scotland,Unknown,7667,Unknown,1173,Poultry - Broiler,-79.3987,34.9373,8956.3216162114
34,43608,4,Anson,BIG ROCK FARM INC,23824,Unknown,405,Poultry - Broiler,-79.955,34.9699,3092.336107899077
333,48564,4,Hoke,Unknown,2931,Unknown,488,Poultry - Broiler,-79.357,34.9728,3726.0741250734554
1164,158344,8,Cumberland,Unknown,2928,Unknown,1704,Poultry - Broiler,-78.967,34.9201,13010.717846567968
55,87216,8,Anson,Unknown,29491,Unknown,811,Poultry - Broiler,-80.1709,34.9546,6192.307613595435
97,196236,18,Anson,GATEWOOD STATION LLC,37608,Unknown,1824,Poultry - Broiler,-80.0382,34.9021,13926.965582241768
80,21804,2,Anson,Unknown,5075,Unknown,203,Poultry - Broiler,-80.0131,34.9286,1549.9857528481793
40,47624,4,Richmond,Unknown,17550,Unknown,351,Poultry - Broiler,-79.7288,34.936,2680.0246268458664
9,95248,8,Richmond,Unknown,156000,Unknown,702,Poultry - Broiler,-79.6429,34.9177,5360.049253691733
48,122226,6,Scotland,Unknown,36667,Unknown,880,Poultry - Broiler,-79.5268,34.9084,6719.15006160787
904,109269,9,Hoke,"BUTTERBALL, LLC",2429,Unknown,1098,Poultry - Broiler,-79.2484,34.9015,8383.666781415275
1037,72846,6,Hoke,Unknown,1412,Unknown,732,Poultry - Broiler,-79.1747,34.9118,5589.111187610183
1125,48564,4,Hoke,"BUTTERBALL, LLC",868,Unknown,488,Poultry - Broiler,-79.1107,34.926,3726.0741250734554
58,43608,4,Anson,Unknown,13966,Unknown,405,Poultry - Broiler,-80.1355,34.9159,3092.336107899077
5,23812,2,Richmond,Unknown,70000,Unknown,175,Poultry - Broiler,-79.8136,34.9213,1336.1946145242925
9,71436,6,Richmond,Unknown,116889,Unknown,526,Poultry - Broiler,-79.6257,34.9192,4016.219241370159
68,81484,4,Scotland,Unknown,17265,Unknown,587,Poultry - Broiler,-79.5152,34.9103,4481.978507004341
687,32070,2,Robeson,Unknown,722,Unknown,248,Poultry - Broiler,-79.0559,34.9264,1893.5786537258543
241,21804,2,Anson,TALLEY FARMS INC,1685,Unknown,203,Poultry - Broiler,-80.1418,34.9005,1549.9857528481793
236,21804,2,Anson,Unknown,1720,Unknown,203,Poultry - Broiler,-80.1245,34.8961,1549.9857528481793
280,43608,4,Anson,Unknown,2893,Unknown,405,Poultry - Broiler,-79.9744,34.884,3092.336107899077
353,59530,5,Richmond,Unknown,2487,Unknown,439,Poultry - Broiler,-79.8325,34.896,3351.939633006654
109,142872,12,Richmond,FALCON CREST FARMS LLC,19321,Unknown,1053,Poultry - Broiler,-79.8199,34.8746,8040.0738805375995
750,97128,8,Hoke,"BUTTERBALL, LLC",2603,Unknown,976,Poultry - Broiler,-79.1559,34.8919,7452.148250146911
658,96210,6,Robeson,"BUTTERBALL, LLC",2261,Unknown,744,Poultry - Broiler,-79.1128,34.8828,5680.735961177564
248,32706,3,Anson,Unknown,2452,Unknown,304,Poultry - Broiler,-80.1526,34.8936,2321.160930373628
111,43608,4,Anson,PAXTON J & E POULTRY FARMS INC,7297,Unknown,405,Poultry - Broiler,-79.8958,34.8822,3092.336107899077
76,47624,4,Richmond,Unknown,9237,Unknown,351,Poultry - Broiler,-79.6062,34.8804,2680.0246268458664
58,122226,6,Scotland,Unknown,30345,Unknown,880,Poultry - Broiler,-79.5321,34.8904,6719.15006160787
210,162968,8,Scotland,Unknown,11171,Unknown,1173,Poultry - Broiler,-79.4546,34.9074,8956.3216162114
407,122226,6,Scotland,Unknown,4324,Unknown,880,Poultry - Broiler,-79.3692,34.864,6719.15006160787
261,65412,6,Anson,TALLEY FARMS INC,4659,Unknown,608,Poultry - Broiler,-80.145,34.8911,4642.321860747256
585,32706,3,Anson,Unknown,1039,Unknown,304,Poultry - Broiler,-80.1024,34.8751,2321.160930373628
250,43608,4,Anson,TALLEY FARMS INC,3240,Unknown,405,Poultry - Broiler,-79.9882,34.8761,3092.336107899077
315,43608,4,Anson,TALLEY FARMS INC,2571,Unknown,405,Poultry - Broiler,-79.9717,34.8765,3092.336107899077
165,119060,10,Richmond,MULLEN FARMS LLC,10630,Unknown,877,Poultry - Broiler,-79.6835,34.8429,6696.2438682160255
24,47624,4,Richmond,GRACE CHAPEL FARM LLC,29250,Unknown,351,Poultry - Broiler,-79.655,34.8578,2680.0246268458664
100,122226,6,Scotland,Unknown,17600,Unknown,880,Poultry - Broiler,-79.5442,34.8683,6719.15006160787
170,81484,4,Scotland,Unknown,6906,Unknown,587,Poultry - Broiler,-79.4967,34.8797,4481.978507004341
943,97128,8,Hoke,Unknown,2070,Unknown,976,Poultry - Broiler,-79.2364,34.8761,7452.148250146911
907,60705,5,Hoke,"BUTTERBALL, LLC",1345,Unknown,610,Poultry - Broiler,-79.1779,34.8908,4657.59265634182
681,80175,5,Robeson,Unknown,1821,Unknown,620,Poultry - Broiler,-78.9997,34.8492,4733.946634314636
654,21804,2,Anson,Unknown,621,Unknown,203,Poultry - Broiler,-80.1492,34.8575,1549.9857528481793
322,65412,6,Anson,Unknown,3776,Unknown,608,Poultry - Broiler,-79.9987,34.845,4642.321860747256
161,43608,4,Anson,TALLEY FARMS INC,5031,Unknown,405,Poultry - Broiler,-79.9726,34.8637,3092.336107899077
152,43608,4,Anson,Unknown,5329,Unknown,405,Poultry - Broiler,-79.9629,34.8442,3092.336107899077
29,21804,2,Anson,Unknown,14000,Unknown,203,Poultry - Broiler,-79.946,34.8432,1549.9857528481793
405,214308,18,Richmond,Unknown,7798,Unknown,1579,Poultry - Broiler,-79.8746,34.8262,12056.293121907758
238,47624,4,Richmond,Unknown,2950,Unknown,351,Poultry - Broiler,-79.8853,34.8317,2680.0246268458664
60,122226,6,Scotland,NORTON BROTHERS LLC,29333,Unknown,880,Poultry - Broiler,-79.5686,34.8492,6719.15006160787
129,101855,5,Scotland,Unknown,11364,Unknown,733,Poultry - Broiler,-79.5499,34.857,5596.746585407465
260,244452,12,Scotland,Unknown,13538,Unknown,1760,Poultry - Broiler,-79.4918,34.8752,13438.30012321574
414,203710,10,Scotland,ROCKING CHAIR FARMS LLC,7087,Unknown,1467,Poultry - Broiler,-79.3858,34.82,11201.128568612212
850,72846,6,Hoke,"BUTTERBALL, LLC",1722,Unknown,732,Poultry - Broiler,-79.2222,34.8755,5589.111187610183
544,97128,8,Hoke,Unknown,3588,Unknown,976,Poultry - Broiler,-79.158,34.8666,7452.148250146911
917,48105,3,Robeson,"ZION HILL FARMS, LLC",811,Unknown,372,Poultry - Broiler,-79.0415,34.8372,2840.367980588782
423,119922,11,Anson,Unknown,5272,Unknown,1115,Poultry - Broiler,-80.1628,34.8566,8513.468543969064
3,47624,4,Richmond,Unknown,234000,Unknown,351,Poultry - Broiler,-79.8102,34.8388,2680.0246268458664
3,71436,6,Richmond,Unknown,350667,Unknown,526,Poultry - Broiler,-79.8032,34.8379,4016.219241370159
57,81484,4,Scotland,Unknown,20596,Unknown,587,Poultry - Broiler,-79.5898,34.8459,4481.978507004341
691,162968,8,Scotland,Unknown,3395,Unknown,1173,Poultry - Broiler,-79.4907,34.8587,8956.3216162114
739,32070,2,Robeson,Unknown,671,Unknown,248,Poultry - Broiler,-79.3389,34.835,1893.5786537258543
316,192420,12,Robeson,Unknown,9418,Unknown,1488,Poultry - Broiler,-79.1088,34.7905,11361.471922355127
903,96210,6,Robeson,Unknown,1648,Unknown,744,Poultry - Broiler,-79.0581,34.8182,5680.735961177564
183,21804,2,Anson,Unknown,2219,Unknown,203,Poultry - Broiler,-80.1542,34.8135,1549.9857528481793
469,21804,2,Anson,Unknown,866,Unknown,203,Poultry - Broiler,-80.1141,34.8202,1549.9857528481793
235,32706,3,Anson,Unknown,2587,Unknown,304,Poultry - Broiler,-80.1033,34.8112,2321.160930373628
64,21804,2,Anson,Unknown,6344,Unknown,203,Poultry - Broiler,-80.0723,34.8282,1549.9857528481793
224,65412,6,Anson,Unknown,5429,Unknown,608,Poultry - Broiler,-80.0301,34.8227,4642.321860747256
329,54510,5,Anson,TALLEY FARMS INC,3082,Unknown,507,Poultry - Broiler,-80.0065,34.8275,3871.146683221807
362,32706,3,Anson,Unknown,1680,Unknown,304,Poultry - Broiler,-79.9954,34.8279,2321.160930373628
50,23812,2,Richmond,J & E PAXTON POULTRY FARMS INC,7000,Unknown,175,Poultry - Broiler,-79.7285,34.8081,1336.1946145242925
28,47624,4,Richmond,Unknown,25071,Unknown,351,Poultry - Broiler,-79.7129,34.8252,2680.0246268458664
183,162968,8,Scotland,Unknown,12820,Unknown,1173,Poultry - Broiler,-79.6394,34.8112,8956.3216162114
398,122226,6,Scotland,Unknown,4422,Unknown,880,Poultry - Broiler,-79.5996,34.8235,6719.15006160787
451,81484,4,Scotland,Unknown,2603,Unknown,587,Poultry - Broiler,-79.5924,34.7961,4481.978507004341
989,81484,4,Scotland,Unknown,1187,Unknown,587,Poultry - Broiler,-79.4964,34.8334,4481.978507004341
279,122226,6,Scotland,Unknown,6308,Unknown,880,Poultry - Broiler,-79.6837,34.807,6719.15006160787
747,122226,6,Scotland,Unknown,2356,Unknown,880,Poultry - Broiler,-79.5571,34.7833,6719.15006160787
811,128280,8,Robeson,Unknown,2446,Unknown,992,Poultry - Broiler,-79.3188,34.8148,7574.314614903417
901,81484,4,Scotland,Unknown,1303,Unknown,587,Poultry - Broiler,-79.4203,34.7654,4481.978507004341
1298,64140,4,Robeson,Unknown,764,Unknown,496,Poultry - Broiler,-79.2327,34.7642,3787.1573074517087
1119,320700,20,Robeson,Unknown,4433,Unknown,2480,Poultry - Broiler,-79.157,34.7386,18935.786537258544
504,136108,4,Bladen,Unknown,5813,Unknown,1465,Poultry - Broiler,-78.836,34.7609,11185.857773017648
702,122226,6,Scotland,GRICE FARMS LLC,2507,Unknown,880,Poultry - Broiler,-79.576,34.7562,6719.15006160787
755,81484,4,Scotland,Unknown,1555,Unknown,587,Poultry - Broiler,-79.5812,34.7833,4481.978507004341
958,192420,12,Robeson,Unknown,3106,Unknown,1488,Poultry - Broiler,-79.0563,34.7307,11361.471922355127
1199,256560,16,Robeson,Unknown,3309,Unknown,1984,Poultry - Broiler,-79.0271,34.7275,15148.629229806835
730,122226,6,Scotland,Unknown,2411,Unknown,880,Poultry - Broiler,-79.5571,34.7629,6719.15006160787
1149,81484,4,Scotland,Unknown,1022,Unknown,587,Poultry - Broiler,-79.5546,34.7417,4481.978507004341
1381,64140,4,Robeson,Unknown,718,Unknown,496,Poultry - Broiler,-79.0444,34.7409,3787.1573074517087
846,162968,8,Scotland,Unknown,2773,Unknown,1173,Poultry - Broiler,-79.4425,34.6805,8956.3216162114
1022,192420,12,Robeson,Unknown,2912,Unknown,1488,Poultry - Broiler,-79.2295,34.6621,11361.471922355127
920,96210,6,Robeson,Unknown,1617,Unknown,744,Poultry - Broiler,-79.1124,34.7284,5680.735961177564
420,272216,8,Bladen,Unknown,13948,Unknown,2929,Poultry - Broiler,-78.8429,34.7343,22364.080148238016
370,102081,3,Bladen,Unknown,5935,Unknown,1098,Poultry - Broiler,-78.8153,34.703,8383.666781415275
885,64140,4,Robeson,Unknown,1121,Unknown,496,Poultry - Broiler,-79.1327,34.6527,3787.1573074517087
818,64140,4,Robeson,Unknown,1213,Unknown,496,Poultry - Broiler,-78.8768,34.6657,3787.1573074517087
829,64140,4,Robeson,"ROCHELLE-WADE FARMS, LLC",1197,Unknown,496,Poultry - Broiler,-78.9035,34.6398,3787.1573074517087
638,32070,2,Robeson,Unknown,777,Unknown,248,Poultry - Broiler,-78.8465,34.6511,1893.5786537258543
651,136108,4,Bladen,Unknown,4501,Unknown,1465,Poultry - Broiler,-78.743,34.6583,11185.857773017648
548,128280,8,Robeson,Unknown,3620,Unknown,992,Poultry - Broiler,-79.2635,34.6564,7574.314614903417
563,204162,6,Bladen,Unknown,7805,Unknown,2197,Poultry - Broiler,-78.7992,34.6204,16774.96896062783
838,192420,12,Robeson,Unknown,3551,Unknown,1488,Poultry - Broiler,-79.4335,34.6437,11361.471922355127
1143,96210,6,Robeson,Unknown,1302,Unknown,744,Poultry - Broiler,-79.2735,34.5919,5680.735961177564
1045,128280,8,Robeson,Unknown,1899,Unknown,992,Poultry - Broiler,-79.2507,34.607,7574.314614903417
810,128280,8,Robeson,Unknown,2449,Unknown,992,Poultry - Broiler,-78.9214,34.584,7574.314614903417
1123,96210,6,Robeson,Unknown,1325,Unknown,744,Poultry - Broiler,-79.1541,34.5712,5680.735961177564
807,136108,4,Bladen,Unknown,3631,Unknown,1465,Poultry - Broiler,-78.8076,34.5949,11185.857773017648
1176,160350,10,Robeson,Unknown,2109,Unknown,1240,Poultry - Broiler,-79.3191,34.587,9467.893268629272
635,136108,4,Bladen,Unknown,4614,Unknown,1465,Poultry - Broiler,-78.841,34.551,11185.857773017648
1373,192420,12,Robeson,Unknown,2168,Unknown,1488,Poultry - Broiler,-79.2886,34.5738,11361.471922355127
1031,128280,8,Robeson,Unknown,1924,Unknown,992,Poultry - Broiler,-79.0631,34.5319,7574.314614903417
1118,64140,4,Robeson,Unknown,887,Unknown,496,Poultry - Broiler,-79.1446,34.5381,3787.1573074517087
1117,96210,6,Robeson,Unknown,1332,Unknown,744,Poultry - Broiler,-79.1395,34.5135,5680.735961177564
893,204162,6,Bladen,Unknown,4920,Unknown,2197,Poultry - Broiler,-78.8336,34.4827,16774.96896062783
1021,160350,10,Robeson,Unknown,2429,Unknown,1240,Poultry - Broiler,-79.1285,34.4565,9467.893268629272
933,224490,14,Robeson,Unknown,3721,Unknown,1736,Poultry - Broiler,-79.0234,34.4569,13255.050576080981
829,64140,4,Robeson,Unknown,1197,Unknown,496,Poultry - Broiler,-79.0868,34.4327,3787.1573074517087
844,135044,4,Columbus,Unknown,2303,Unknown,972,Poultry - Broiler,-78.8088,34.4384,7421.606658957784
635,96210,6,Robeson,Unknown,2343,Unknown,744,Poultry - Broiler,-79.1668,34.4397,5680.735961177564
975,96210,6,Robeson,Unknown,1526,Unknown,744,Poultry - Broiler,-79.0903,34.4132,5680.735961177564
1064,96210,6,Robeson,DANNY WALTERS FARM INC,1399,Unknown,744,Poultry - Broiler,-79.0596,34.4265,5680.735961177564
1046,96210,6,Robeson,Unknown,1423,Unknown,744,Poultry - Broiler,-79.1559,34.4097,5680.735961177564
803,135044,4,Columbus,Unknown,2421,Unknown,972,Poultry - Broiler,-78.7959,34.3797,7421.606658957784
1113,96210,6,Robeson,Unknown,1337,Unknown,744,Poultry - Broiler,-79.1337,34.375,5680.735961177564
918,128280,8,Robeson,"DANIEL H LEWIS FARMS, INC",2161,Unknown,992,Poultry - Broiler,-79.0295,34.4074,7574.314614903417
887,96210,6,Robeson,Unknown,1678,Unknown,744,Poultry - Broiler,-79.1243,34.3474,5680.735961177564
21,14239,4,Ashe,Unknown,28667,Unknown,301,Poultry - Layer,-81.5165,36.5759,2298.254736981783
44,14239,1,Ashe,Unknown,13682,Unknown,301,Poultry - Layer,-81.5064,36.5637,2298.254736981783
281,68795,5,Surry,Unknown,4349,Unknown,611,Poultry - Broiler,-80.5615,36.5394,4665.228054139101
161,49704,4,Stokes,Unknown,14820,Unknown,1193,Poultry - Layer,-80.2524,36.5253,9109.029572157033
630,27518,2,Surry,Unknown,775,Unknown,244,Poultry - Broiler,-80.7313,36.525,1863.0370625367277
145,37278,3,Stokes,Unknown,12345,Unknown,895,Poultry - Layer,-80.2746,36.5081,6833.681028567095
12,14239,1,Alleghany,Unknown,55000,Unknown,330,Poultry - Layer,-81.0109,36.4557,2519.6812731029513
703,27518,2,Surry,Unknown,694,Unknown,244,Poultry - Broiler,-80.7185,36.4576,1863.0370625367277
633,13759,1,Surry,Unknown,385,Unknown,122,Poultry - Broiler,-80.6811,36.4604,931.5185312683639
16,13759,1,Surry,Unknown,15250,Unknown,122,Poultry - Broiler,-80.8575,36.4511,931.5185312683639
520,41277,3,Surry,Unknown,1412,Unknown,367,Poultry - Broiler,-80.7509,36.4515,2802.1909916023733
127,27518,2,Surry,Unknown,3843,Unknown,244,Poultry - Broiler,-80.8754,36.447,1863.0370625367277
414,82554,6,Surry,Unknown,3541,Unknown,733,Poultry - Broiler,-80.8083,36.4171,5596.746585407465
401,55036,4,Surry,Unknown,2439,Unknown,489,Poultry - Broiler,-80.7787,36.4219,3733.709522870737
421,110072,8,Surry,Unknown,4641,Unknown,977,Poultry - Broiler,-80.7502,36.4325,7459.783647944193
628,41277,3,Surry,Unknown,1169,Unknown,367,Poultry - Broiler,-80.7049,36.4487,2802.1909916023733
712,27518,2,Surry,Unknown,685,Unknown,244,Poultry - Broiler,-80.6878,36.4456,1863.0370625367277
243,13759,1,Surry,Unknown,1004,Unknown,122,Poultry - Broiler,-80.6103,36.4197,931.5185312683639
155,152313,7,Wilkes,Unknown,15135,Unknown,1173,Poultry - Broiler,-81.0918,36.3765,8956.3216162114
552,27518,2,Surry,Unknown,884,Unknown,244,Poultry - Broiler,-80.6939,36.4311,1863.0370625367277
301,82554,6,Surry,Unknown,4870,Unknown,733,Poultry - Broiler,-80.5835,36.3963,5596.746585407465
244,165108,12,Surry,Unknown,12016,Unknown,1466,Poultry - Broiler,-80.5561,36.3845,11193.49317081493
10,174072,8,Wilkes,Unknown,268200,Unknown,1341,Poultry - Broiler,-81.17,36.361,10239.06844615472
175,82554,6,Surry,Unknown,8377,Unknown,733,Poultry - Broiler,-80.8837,36.3823,5596.746585407465
155,13759,1,Surry,Unknown,1574,Unknown,122,Poultry - Broiler,-80.8634,36.3873,931.5185312683639
474,110072,8,Surry,Unknown,4122,Unknown,977,Poultry - Broiler,-80.733,36.4285,7459.783647944193
567,82554,6,Surry,Unknown,2586,Unknown,733,Poultry - Broiler,-80.7243,36.422,5596.746585407465
529,13759,1,Surry,Unknown,461,Unknown,122,Poultry - Broiler,-80.6952,36.414,931.5185312683639
195,27518,2,Surry,Unknown,2503,Unknown,244,Poultry - Broiler,-80.6204,36.405,1863.0370625367277
293,49704,4,Stokes,Unknown,8143,Unknown,1193,Poultry - Layer,-80.341,36.3731,9109.029572157033
50,65277,3,Wilkes,Unknown,20120,Unknown,503,Poultry - Broiler,-81.041,36.3555,3840.6050920326807
276,152313,7,Wilkes,Unknown,8500,Unknown,1173,Poultry - Broiler,-80.9173,36.3499,8956.3216162114
170,27518,2,Surry,Unknown,2871,Unknown,244,Poultry - Broiler,-80.8855,36.3847,1863.0370625367277
837,123831,9,Surry,Unknown,2628,Unknown,1100,Poultry - Broiler,-80.7934,36.4071,8398.937577009838
341,27518,2,Surry,Unknown,1431,Unknown,244,Poultry - Broiler,-80.6676,36.3689,1863.0370625367277
403,55036,4,Surry,Unknown,2427,Unknown,489,Poultry - Broiler,-80.6401,36.3744,3733.709522870737
322,27518,2,Surry,Unknown,1516,Unknown,244,Poultry - Broiler,-80.632,36.3837,1863.0370625367277
57,43518,2,Wilkes,Unknown,11754,Unknown,335,Poultry - Broiler,-81.048,36.3592,2557.85826208936
250,87036,4,Wilkes,Unknown,5368,Unknown,671,Poultry - Broiler,-80.9655,36.3446,5123.351921976001
284,41277,3,Surry,Unknown,2585,Unknown,367,Poultry - Broiler,-80.9131,36.3647,2802.1909916023733
437,27518,2,Surry,Unknown,1117,Unknown,244,Poultry - Broiler,-80.8258,36.3661,1863.0370625367277
926,41277,3,Surry,Unknown,793,Unknown,367,Poultry - Broiler,-80.7396,36.3581,2802.1909916023733
630,41277,3,Surry,Unknown,1165,Unknown,367,Poultry - Broiler,-80.7028,36.3563,2802.1909916023733
410,27518,2,Surry,Unknown,1190,Unknown,244,Poultry - Broiler,-80.6347,36.376,1863.0370625367277
656,41277,3,Surry,Unknown,1119,Unknown,367,Poultry - Broiler,-80.6131,36.3642,2802.1909916023733
283,43518,2,Wilkes,Unknown,2367,Unknown,335,Poultry - Broiler,-80.9201,36.3563,2557.85826208936
267,55036,4,Surry,Unknown,3663,Unknown,489,Poultry - Broiler,-80.8693,36.3467,3733.709522870737
105,41277,3,Surry,Unknown,6990,Unknown,367,Poultry - Broiler,-80.843,36.3639,2802.1909916023733
1014,110072,8,Surry,W4 POULTRY FARMS LLC,1927,Unknown,977,Poultry - Broiler,-80.7871,36.3707,7459.783647944193
1064,27518,2,Surry,Unknown,459,Unknown,244,Poultry - Broiler,-80.754,36.359,1863.0370625367277
663,55036,4,Surry,FRED AND BENNY SNOW FARMS LLC,1475,Unknown,489,Poultry - Broiler,-80.7016,36.3498,3733.709522870737
1002,55036,4,Surry,Unknown,976,Unknown,489,Poultry - Broiler,-80.6574,36.3523,3733.709522870737
607,27518,2,Surry,Unknown,804,Unknown,244,Poultry - Broiler,-80.6035,36.363,1863.0370625367277
