ACRES_AG_1MI,BIRD_COUNT,Barns,COUNTYNAME,Operation,APP_RATE,Status,WASTE_OUTPUT,TYPE,X,Y,MMBTU_potential
26,130554,6,Wilkes,Unknown,77385,Unknown,1006,Poultry - Broiler,-81.1677,36.3474,7681.210184065361
39,43518,2,Wilkes,Unknown,17179,Unknown,335,Poultry - Broiler,-81.0993,36.3315,2557.85826208936
157,65277,3,Wilkes,Unknown,6408,Unknown,503,Poultry - Broiler,-81.0016,36.3352,3840.6050920326807
280,41277,3,Surry,Unknown,2621,Unknown,367,Poultry - Broiler,-80.8696,36.3392,2802.1909916023733
487,82554,6,Surry,Unknown,3010,Unknown,733,Poultry - Broiler,-80.8106,36.3458,5596.746585407465
1091,68795,5,Surry,Unknown,1120,Unknown,611,Poultry - Broiler,-80.7417,36.3453,4665.228054139101
972,96313,7,Surry,Unknown,1759,Unknown,855,Poultry - Broiler,-80.7337,36.3458,6528.265116675829
674,82554,6,Surry,FRED AND BENNY SNOW FARMS LLC,2175,Unknown,733,Poultry - Broiler,-80.6993,36.3445,5596.746585407465
699,41277,3,Surry,Unknown,1050,Unknown,367,Poultry - Broiler,-80.6604,36.335,2802.1909916023733
641,137590,10,Surry,Unknown,3813,Unknown,1222,Poultry - Broiler,-80.5993,36.3431,9330.456108278202
590,110072,8,Surry,Unknown,3312,Unknown,977,Poultry - Broiler,-80.5948,36.3447,7459.783647944193
280,55036,4,Surry,Unknown,3493,Unknown,489,Poultry - Broiler,-80.5378,36.3334,3733.709522870737
17,43518,2,Wilkes,Unknown,39412,Unknown,335,Poultry - Broiler,-81.1181,36.3071,2557.85826208936
72,21759,1,Wilkes,Unknown,4667,Unknown,168,Poultry - Broiler,-81.0842,36.3092,1282.7468299433208
60,65277,3,Wilkes,Unknown,16767,Unknown,503,Poultry - Broiler,-81.0394,36.316,3840.6050920326807
191,65277,3,Wilkes,Unknown,5267,Unknown,503,Poultry - Broiler,-80.9948,36.3184,3840.6050920326807
166,87036,4,Wilkes,Unknown,8084,Unknown,671,Poultry - Broiler,-80.9976,36.3317,5123.351921976001
196,152313,7,Wilkes,Unknown,11969,Unknown,1173,Poultry - Broiler,-80.9047,36.3289,8956.3216162114
180,13759,1,Surry,Unknown,1356,Unknown,122,Poultry - Broiler,-80.8277,36.3206,931.5185312683639
401,55036,4,Surry,Unknown,2439,Unknown,489,Poultry - Broiler,-80.806,36.322,3733.709522870737
671,27518,2,Surry,Unknown,727,Unknown,244,Poultry - Broiler,-80.7921,36.3301,1863.0370625367277
525,82554,6,Surry,Unknown,2792,Unknown,733,Poultry - Broiler,-80.7396,36.3132,5596.746585407465
937,110072,8,Surry,KING CREEK POULTRY LLC,2085,Unknown,977,Poultry - Broiler,-80.7373,36.3391,7459.783647944193
657,82554,6,Surry,Unknown,2231,Unknown,733,Poultry - Broiler,-80.7088,36.3253,5596.746585407465
217,137590,10,Surry,Unknown,11263,Unknown,1222,Poultry - Broiler,-80.6521,36.2948,9330.456108278202
501,110072,8,Surry,BLACKFOOT FARMS LLC,3900,Unknown,977,Poultry - Broiler,-80.5619,36.317,7459.783647944193
322,55036,4,Surry,DOUBLE A FARMS OF SHOALS LLC,3037,Unknown,489,Poultry - Broiler,-80.5094,36.297,3733.709522870737
513,110072,8,Surry,Unknown,3809,Unknown,977,Poultry - Broiler,-80.4946,36.2867,7459.783647944193
188,99408,8,Stokes,Unknown,25383,Unknown,2386,Poultry - Layer,-80.4465,36.2858,18218.059144314066
13,87036,4,Wilkes,Unknown,103231,Unknown,671,Poultry - Broiler,-81.2687,36.2803,5123.351921976001
29,130554,6,Wilkes,Unknown,69379,Unknown,1006,Poultry - Broiler,-81.1329,36.3019,7681.210184065361
187,130554,6,Wilkes,Unknown,10759,Unknown,1006,Poultry - Broiler,-80.9677,36.3282,7681.210184065361
169,43518,2,Wilkes,Unknown,3965,Unknown,335,Poultry - Broiler,-80.8738,36.2884,2557.85826208936
178,55036,4,Surry,Unknown,5494,Unknown,489,Poultry - Broiler,-80.8104,36.295,3733.709522870737
205,27518,2,Surry,Unknown,2380,Unknown,244,Poultry - Broiler,-80.6302,36.3056,1863.0370625367277
35,130554,6,Wilkes,Unknown,57486,Unknown,1006,Poultry - Broiler,-81.2738,36.2634,7681.210184065361
74,108795,5,Wilkes,Unknown,22649,Unknown,838,Poultry - Broiler,-81.1709,36.2532,6398.46335412204
94,65277,3,Wilkes,Unknown,10702,Unknown,503,Poultry - Broiler,-81.0646,36.2995,3840.6050920326807
421,130554,6,Wilkes,Unknown,4779,Unknown,1006,Poultry - Broiler,-81.0012,36.3006,7681.210184065361
237,130554,6,Wilkes,Unknown,8489,Unknown,1006,Poultry - Broiler,-80.9621,36.2911,7681.210184065361
247,87036,4,Wilkes,Unknown,5433,Unknown,671,Poultry - Broiler,-80.9214,36.2876,5123.351921976001
97,13759,1,Surry,Unknown,2515,Unknown,122,Poultry - Broiler,-80.7949,36.2806,931.5185312683639
301,36096,4,Yadkin,Unknown,3701,Unknown,557,Poultry - Layer,-80.7652,36.2673,4252.91657308589
101,43518,2,Wilkes,Unknown,6634,Unknown,335,Poultry - Broiler,-81.1507,36.2617,2557.85826208936
120,130554,6,Wilkes,Unknown,16767,Unknown,1006,Poultry - Broiler,-81.0768,36.2833,7681.210184065361
106,108795,5,Wilkes,Unknown,15811,Unknown,838,Poultry - Broiler,-81.0794,36.2903,6398.46335412204
66,65277,3,Wilkes,Unknown,15242,Unknown,503,Poultry - Broiler,-81.061,36.2869,3840.6050920326807
238,65277,3,Wilkes,Unknown,4227,Unknown,503,Poultry - Broiler,-81.0153,36.2864,3840.6050920326807
192,87036,4,Wilkes,Unknown,6990,Unknown,671,Poultry - Broiler,-80.9362,36.2642,5123.351921976001
548,36096,4,Yadkin,Unknown,2033,Unknown,557,Poultry - Layer,-80.7028,36.2452,4252.91657308589
258,18048,2,Yadkin,Unknown,2163,Unknown,279,Poultry - Layer,-80.6268,36.2571,2130.2759854415863
512,18048,2,Yadkin,Unknown,1090,Unknown,279,Poultry - Layer,-80.5765,36.2705,2130.2759854415863
844,36096,4,Yadkin,Unknown,1320,Unknown,557,Poultry - Layer,-80.5728,36.2375,4252.91657308589
39,108795,5,Wilkes,Unknown,42974,Unknown,838,Poultry - Broiler,-81.2701,36.2662,6398.46335412204
54,174072,8,Wilkes,Unknown,49667,Unknown,1341,Poultry - Broiler,-81.1607,36.2497,10239.06844615472
123,130554,6,Wilkes,Unknown,16358,Unknown,1006,Poultry - Broiler,-81.0897,36.2701,7681.210184065361
229,130554,6,Wilkes,Unknown,8786,Unknown,1006,Poultry - Broiler,-81.0124,36.2508,7681.210184065361
282,108795,5,Wilkes,Unknown,5943,Unknown,838,Poultry - Broiler,-80.9425,36.2721,6398.46335412204
245,87036,4,Wilkes,Unknown,5478,Unknown,671,Poultry - Broiler,-80.9248,36.2507,5123.351921976001
689,9024,1,Yadkin,Unknown,403,Unknown,139,Poultry - Layer,-80.6857,36.2462,1061.3202938221523
464,27072,3,Yadkin,Unknown,1802,Unknown,418,Poultry - Layer,-80.526,36.2395,3191.5962792637383
39,87036,4,Wilkes,Unknown,34410,Unknown,671,Poultry - Broiler,-81.3245,36.1944,5123.351921976001
48,87036,4,Wilkes,Unknown,27958,Unknown,671,Poultry - Broiler,-81.2053,36.2311,5123.351921976001
47,21759,1,Wilkes,Unknown,7149,Unknown,168,Poultry - Broiler,-81.1049,36.239,1282.7468299433208
87,43518,2,Wilkes,Unknown,7701,Unknown,335,Poultry - Broiler,-81.0758,36.2364,2557.85826208936
351,87036,4,Wilkes,Unknown,3823,Unknown,671,Poultry - Broiler,-80.9855,36.2454,5123.351921976001
534,65277,3,Wilkes,Unknown,1884,Unknown,503,Poultry - Broiler,-80.9062,36.2095,3840.6050920326807
196,27072,3,Yadkin,Unknown,4265,Unknown,418,Poultry - Layer,-80.8199,36.2153,3191.5962792637383
399,36096,4,Yadkin,Unknown,2792,Unknown,557,Poultry - Layer,-80.7956,36.1961,4252.91657308589
536,27072,3,Yadkin,Unknown,1560,Unknown,418,Poultry - Layer,-80.7693,36.2332,3191.5962792637383
626,18048,2,Yadkin,Unknown,891,Unknown,279,Poultry - Layer,-80.7592,36.2324,2130.2759854415863
647,18048,2,Yadkin,Unknown,862,Unknown,279,Poultry - Layer,-80.6692,36.2147,2130.2759854415863
709,18048,2,Yadkin,Unknown,787,Unknown,279,Poultry - Layer,-80.6266,36.2275,2130.2759854415863
39,87036,4,Wilkes,Unknown,34410,Unknown,671,Poultry - Broiler,-81.3274,36.1928,5123.351921976001
109,65277,3,Wilkes,Unknown,9229,Unknown,503,Poultry - Broiler,-81.2877,36.2034,3840.6050920326807
10,21759,1,Wilkes,Unknown,33600,Unknown,168,Poultry - Broiler,-81.2305,36.2107,1282.7468299433208
90,43518,2,Wilkes,Unknown,7444,Unknown,335,Poultry - Broiler,-81.1344,36.2167,2557.85826208936
86,130554,6,Wilkes,Unknown,23395,Unknown,1006,Poultry - Broiler,-81.0715,36.2329,7681.210184065361
91,65277,3,Wilkes,Unknown,11055,Unknown,503,Poultry - Broiler,-81.0003,36.2315,3840.6050920326807
279,282867,13,Wilkes,Unknown,15620,Unknown,2179,Poultry - Broiler,-80.9686,36.2309,16637.53180027676
230,18048,2,Yadkin,Unknown,2426,Unknown,279,Poultry - Layer,-80.8425,36.2008,2130.2759854415863
615,18048,2,Yadkin,Unknown,907,Unknown,279,Poultry - Layer,-80.7683,36.2086,2130.2759854415863
605,18048,2,Yadkin,Unknown,922,Unknown,279,Poultry - Layer,-80.7067,36.2166,2130.2759854415863
587,18048,2,Yadkin,Unknown,951,Unknown,279,Poultry - Layer,-80.701,36.2171,2130.2759854415863
683,18048,2,Yadkin,Unknown,817,Unknown,279,Poultry - Layer,-80.6851,36.2214,2130.2759854415863
965,27072,3,Yadkin,Unknown,866,Unknown,418,Poultry - Layer,-80.6207,36.2085,3191.5962792637383
499,36096,4,Yadkin,Unknown,2232,Unknown,557,Poultry - Layer,-80.5712,36.1942,4252.91657308589
508,27072,3,Yadkin,Unknown,1646,Unknown,418,Poultry - Layer,-80.5687,36.2032,3191.5962792637383
261,18048,2,Yadkin,Unknown,2138,Unknown,279,Poultry - Layer,-80.5377,36.1965,2130.2759854415863
56,87036,4,Wilkes,Unknown,23964,Unknown,671,Poultry - Broiler,-81.2059,36.1934,5123.351921976001
57,152313,7,Wilkes,Unknown,41158,Unknown,1173,Poultry - Broiler,-81.1939,36.1918,8956.3216162114
31,87036,4,Wilkes,Unknown,43290,Unknown,671,Poultry - Broiler,-81.1266,36.1973,5123.351921976001
23,65277,3,Wilkes,Unknown,43739,Unknown,503,Poultry - Broiler,-81.0721,36.202,3840.6050920326807
133,87036,4,Wilkes,Unknown,10090,Unknown,671,Poultry - Broiler,-81.0331,36.2105,5123.351921976001
239,43518,2,Wilkes,Unknown,2803,Unknown,335,Poultry - Broiler,-80.9959,36.2038,2557.85826208936
252,174072,8,Wilkes,Unknown,10643,Unknown,1341,Poultry - Broiler,-80.9516,36.1963,10239.06844615472
910,18048,2,Yadkin,Unknown,613,Unknown,279,Poultry - Layer,-80.7365,36.1855,2130.2759854415863
738,18048,2,Yadkin,Unknown,756,Unknown,279,Poultry - Layer,-80.6667,36.1977,2130.2759854415863
905,18048,2,Yadkin,Unknown,617,Unknown,279,Poultry - Layer,-80.6484,36.1957,2130.2759854415863
738,18048,2,Yadkin,Unknown,756,Unknown,279,Poultry - Layer,-80.5941,36.1899,2130.2759854415863
420,27072,3,Yadkin,Unknown,1990,Unknown,418,Poultry - Layer,-80.5513,36.2015,3191.5962792637383
29,130554,6,Wilkes,Unknown,69379,Unknown,1006,Poultry - Broiler,-81.3635,36.1304,7681.210184065361
79,152313,7,Wilkes,Unknown,29696,Unknown,1173,Poultry - Broiler,-81.3285,36.1449,8956.3216162114
38,65277,3,Wilkes,Unknown,26474,Unknown,503,Poultry - Broiler,-81.3083,36.1844,3840.6050920326807
19,65277,3,Wilkes,Unknown,52947,Unknown,503,Poultry - Broiler,-81.116,36.1922,3840.6050920326807
259,174072,8,Wilkes,Unknown,10355,Unknown,1341,Poultry - Broiler,-81.0388,36.1936,10239.06844615472
176,87036,4,Wilkes,Unknown,7625,Unknown,671,Poultry - Broiler,-80.9315,36.1869,5123.351921976001
278,18048,2,Yadkin,Unknown,2007,Unknown,279,Poultry - Layer,-80.8714,36.1781,2130.2759854415863
168,9024,1,Yadkin,Unknown,1655,Unknown,139,Poultry - Layer,-80.8399,36.1693,1061.3202938221523
401,36096,4,Yadkin,Unknown,2778,Unknown,557,Poultry - Layer,-80.7927,36.1808,4252.91657308589
885,27072,3,Yadkin,Unknown,945,Unknown,418,Poultry - Layer,-80.651,36.1795,3191.5962792637383
550,18048,2,Yadkin,Unknown,1015,Unknown,279,Poultry - Layer,-80.599,36.1698,2130.2759854415863
52,43518,2,Wilkes,Unknown,12885,Unknown,335,Poultry - Broiler,-81.3106,36.1502,2557.85826208936
22,43518,2,Wilkes,Unknown,30455,Unknown,335,Poultry - Broiler,-81.2931,36.1663,2557.85826208936
78,435180,20,Wilkes,Unknown,85974,Unknown,3353,Poultry - Broiler,-81.3074,36.1293,25601.488814285443
16,65277,3,Wilkes,Unknown,62875,Unknown,503,Poultry - Broiler,-81.2044,36.1665,3840.6050920326807
126,130554,6,Wilkes,Unknown,15968,Unknown,1006,Poultry - Broiler,-81.0563,36.1748,7681.210184065361
138,65277,3,Wilkes,Unknown,7290,Unknown,503,Poultry - Broiler,-81.0678,36.1787,3840.6050920326807
159,130554,6,Wilkes,Unknown,12654,Unknown,1006,Poultry - Broiler,-80.9794,36.1802,7681.210184065361
241,174072,8,Wilkes,Unknown,11129,Unknown,1341,Poultry - Broiler,-80.9585,36.1923,10239.06844615472
246,87036,4,Wilkes,Unknown,5455,Unknown,671,Poultry - Broiler,-80.9208,36.1788,5123.351921976001
225,36096,4,Yadkin,Unknown,4951,Unknown,557,Poultry - Layer,-80.8432,36.1637,4252.91657308589
409,99264,11,Yadkin,Unknown,7491,Unknown,1532,Poultry - Layer,-80.81,36.1675,11697.42942543552
366,36096,4,Yadkin,Unknown,3044,Unknown,557,Poultry - Layer,-80.7973,36.1804,4252.91657308589
1015,54144,6,Yadkin,Unknown,1647,Unknown,836,Poultry - Layer,-80.7279,36.1662,6383.192558527477
691,36096,4,Yadkin,Unknown,1612,Unknown,557,Poultry - Layer,-80.6815,36.1604,4252.91657308589
351,18048,2,Yadkin,Unknown,1590,Unknown,279,Poultry - Layer,-80.6291,36.1389,2130.2759854415863
486,18048,2,Yadkin,Unknown,1148,Unknown,279,Poultry - Layer,-80.5783,36.167,2130.2759854415863
48,87036,4,Wilkes,Unknown,27958,Unknown,671,Poultry - Broiler,-81.185,36.1171,5123.351921976001
87,87036,4,Wilkes,Unknown,15425,Unknown,671,Poultry - Broiler,-81.0231,36.1632,5123.351921976001
494,87036,4,Wilkes,Unknown,2717,Unknown,671,Poultry - Broiler,-80.9748,36.1585,5123.351921976001
335,108795,5,Wilkes,Unknown,5003,Unknown,838,Poultry - Broiler,-80.9595,36.1659,6398.46335412204
237,87036,4,Wilkes,Unknown,5662,Unknown,671,Poultry - Broiler,-80.9457,36.1559,5123.351921976001
333,43518,2,Wilkes,Unknown,2012,Unknown,335,Poultry - Broiler,-80.8863,36.1471,2557.85826208936
815,36096,4,Yadkin,Unknown,1367,Unknown,557,Poultry - Layer,-80.7653,36.1582,4252.91657308589
952,36096,4,Yadkin,Unknown,1170,Unknown,557,Poultry - Layer,-80.7419,36.1596,4252.91657308589
370,18048,2,Yadkin,Unknown,1508,Unknown,279,Poultry - Layer,-80.5776,36.1467,2130.2759854415863
360,18048,2,Yadkin,Unknown,1550,Unknown,279,Poultry - Layer,-80.575,36.1469,2130.2759854415863
51,130554,6,Wilkes,Unknown,39451,Unknown,1006,Poultry - Broiler,-81.3787,36.1071,7681.210184065361
87,478698,22,Wilkes,Unknown,84782,Unknown,3688,Poultry - Broiler,-81.2248,36.0751,28159.347076374805
101,217590,10,Wilkes,Unknown,33188,Unknown,1676,Poultry - Broiler,-81.0417,36.1596,12796.92670824408
624,130554,6,Wilkes,Unknown,3224,Unknown,1006,Poultry - Broiler,-81.0022,36.1543,7681.210184065361
697,456939,21,Wilkes,Unknown,10100,Unknown,3520,Poultry - Broiler,-80.9868,36.1487,26876.60024643148
169,87036,4,Wilkes,Unknown,7941,Unknown,671,Poultry - Broiler,-80.9296,36.1458,5123.351921976001
382,65277,3,Wilkes,Unknown,2634,Unknown,503,Poultry - Broiler,-80.8842,36.1461,3840.6050920326807
426,36096,4,Yadkin,Unknown,2615,Unknown,557,Poultry - Layer,-80.8619,36.1296,4252.91657308589
781,27072,3,Yadkin,Unknown,1070,Unknown,418,Poultry - Layer,-80.8095,36.1264,3191.5962792637383
615,36096,4,Yadkin,Unknown,1811,Unknown,557,Poultry - Layer,-80.7462,36.1441,4252.91657308589
1079,36096,4,Yadkin,Unknown,1032,Unknown,557,Poultry - Layer,-80.7024,36.1422,4252.91657308589
323,18048,2,Yadkin,Unknown,1728,Unknown,279,Poultry - Layer,-80.5984,36.1232,2130.2759854415863
51,87036,4,Wilkes,Unknown,26314,Unknown,671,Poultry - Broiler,-81.3815,36.1072,5123.351921976001
106,87036,4,Wilkes,Unknown,12660,Unknown,671,Poultry - Broiler,-81.0331,36.1196,5123.351921976001
95,65277,3,Wilkes,Unknown,10589,Unknown,503,Poultry - Broiler,-81.0207,36.1155,3840.6050920326807
172,65277,3,Wilkes,Unknown,5849,Unknown,503,Poultry - Broiler,-80.9358,36.105,3840.6050920326807
134,43518,2,Wilkes,Unknown,5000,Unknown,335,Poultry - Broiler,-80.9169,36.1125,2557.85826208936
648,43518,2,Wilkes,Unknown,1034,Unknown,335,Poultry - Broiler,-80.8874,36.1118,2557.85826208936
342,36096,4,Yadkin,Unknown,3257,Unknown,557,Poultry - Layer,-80.8595,36.1179,4252.91657308589
297,36096,4,Yadkin,Unknown,3751,Unknown,557,Poultry - Layer,-80.8472,36.1215,4252.91657308589
700,36096,4,Yadkin,Unknown,1591,Unknown,557,Poultry - Layer,-80.8064,36.1058,4252.91657308589
783,18048,2,Yadkin,Unknown,713,Unknown,279,Poultry - Layer,-80.7689,36.0987,2130.2759854415863
493,18048,2,Yadkin,Unknown,1132,Unknown,279,Poultry - Layer,-80.6886,36.108,2130.2759854415863
390,9024,1,Yadkin,Unknown,713,Unknown,139,Poultry - Layer,-80.5733,36.0866,1061.3202938221523
452,27072,3,Yadkin,Unknown,1850,Unknown,418,Poultry - Layer,-80.548,36.0875,3191.5962792637383
166,130554,6,Wilkes,Unknown,12120,Unknown,1006,Poultry - Broiler,-81.3863,36.0709,7681.210184065361
74,152313,7,Wilkes,Unknown,31703,Unknown,1173,Poultry - Broiler,-81.314,36.1231,8956.3216162114
39,43518,2,Wilkes,Unknown,17179,Unknown,335,Poultry - Broiler,-81.2484,36.0778,2557.85826208936
94,65277,3,Wilkes,Unknown,10702,Unknown,503,Poultry - Broiler,-81.0275,36.1101,3840.6050920326807
36,108795,5,Wilkes,Unknown,46556,Unknown,838,Poultry - Broiler,-81.0106,36.0782,6398.46335412204
190,43518,2,Wilkes,Unknown,3526,Unknown,335,Poultry - Broiler,-80.9488,36.0883,2557.85826208936
218,65277,3,Wilkes,Unknown,4615,Unknown,503,Poultry - Broiler,-80.9066,36.1032,3840.6050920326807
542,174072,8,Wilkes,Unknown,4948,Unknown,1341,Poultry - Broiler,-80.8875,36.1004,10239.06844615472
586,72192,8,Yadkin,Unknown,3802,Unknown,1114,Poultry - Layer,-80.8783,36.0881,8505.83314617178
553,18048,2,Yadkin,Unknown,1009,Unknown,279,Poultry - Layer,-80.7478,36.0686,2130.2759854415863
530,18048,2,Yadkin,Unknown,1053,Unknown,279,Poultry - Layer,-80.7055,36.07,2130.2759854415863
487,9024,1,Yadkin,Unknown,571,Unknown,139,Poultry - Layer,-80.6767,36.0743,1061.3202938221523
560,18048,2,Yadkin,Unknown,996,Unknown,279,Poultry - Layer,-80.5997,36.0769,2130.2759854415863
57,65277,3,Wilkes,Unknown,17649,Unknown,503,Poultry - Broiler,-81.3498,36.0686,3840.6050920326807
44,43518,2,Wilkes,Unknown,15227,Unknown,335,Poultry - Broiler,-81.2431,36.0764,2557.85826208936
24,65277,3,Wilkes,Unknown,41917,Unknown,503,Poultry - Broiler,-81.0595,36.0345,3840.6050920326807
189,21759,1,Wilkes,Unknown,1778,Unknown,168,Poultry - Broiler,-80.9505,36.0757,1282.7468299433208
353,304626,14,Wilkes,Unknown,13297,Unknown,2347,Poultry - Broiler,-80.9073,36.0795,17920.278630220084
555,9024,1,Yadkin,Unknown,501,Unknown,139,Poultry - Layer,-80.8056,36.08,1061.3202938221523
634,36096,4,Yadkin,Unknown,1757,Unknown,557,Poultry - Layer,-80.8103,36.0771,4252.91657308589
493,18048,2,Yadkin,Unknown,1132,Unknown,279,Poultry - Layer,-80.6198,36.0693,2130.2759854415863
669,36096,4,Yadkin,Unknown,1665,Unknown,557,Poultry - Layer,-80.5952,36.0677,4252.91657308589
205,27072,3,Yadkin,Unknown,4078,Unknown,418,Poultry - Layer,-80.5577,36.0507,3191.5962792637383
110,11240,2,Caldwell,Unknown,1473,Unknown,81,Poultry - Broiler,-81.4328,36.0413,618.4672215798154
73,43518,2,Wilkes,Unknown,9178,Unknown,335,Poultry - Broiler,-81.2974,36.0433,2557.85826208936
66,87036,4,Wilkes,Unknown,20333,Unknown,671,Poultry - Broiler,-81.2437,36.0581,5123.351921976001
37,65277,3,Wilkes,Unknown,27189,Unknown,503,Poultry - Broiler,-80.9978,36.0735,3840.6050920326807
190,65277,3,Wilkes,Unknown,5295,Unknown,503,Poultry - Broiler,-80.9557,36.0627,3840.6050920326807
499,9024,1,Yadkin,Unknown,557,Unknown,139,Poultry - Layer,-80.7296,36.0526,1061.3202938221523
584,9024,1,Yadkin,Unknown,476,Unknown,139,Poultry - Layer,-80.7004,36.0522,1061.3202938221523
315,10808,2,Davie,BILLY BRANDON FARM LLC,908,Unknown,143,Poultry - Pullet,-80.6458,36.0394,1091.861885011279
239,11240,2,Caldwell,Unknown,678,Unknown,81,Poultry - Broiler,-81.4279,36.0438,618.4672215798154
21,65277,3,Wilkes,Unknown,47905,Unknown,503,Poultry - Broiler,-81.3409,36.0321,3840.6050920326807
18,13386,1,Alexander,Unknown,13444,Unknown,121,Poultry - Broiler,-81.2058,36.0152,923.8831334710823
28,40158,3,Alexander,Unknown,25929,Unknown,363,Poultry - Broiler,-81.1295,36.0127,2771.6494004132464
21,80316,6,Alexander,Unknown,69238,Unknown,727,Poultry - Broiler,-81.0798,36.0176,5550.934198623775
27,16490,2,Iredell,Unknown,18667,Unknown,252,Poultry - Layer,-81.0062,36.0419,1924.1202449149812
102,32980,4,Iredell,Unknown,9863,Unknown,503,Poultry - Layer,-80.9731,36.0524,3840.6050920326807
294,16490,2,Iredell,Unknown,1714,Unknown,252,Poultry - Layer,-80.9493,36.0205,1924.1202449149812
253,16490,2,Iredell,Unknown,1992,Unknown,252,Poultry - Layer,-80.9008,36.0322,1924.1202449149812
357,16490,2,Iredell,Unknown,1412,Unknown,252,Poultry - Layer,-80.8905,36.0288,1924.1202449149812
475,8245,1,Iredell,Unknown,531,Unknown,126,Poultry - Layer,-80.8387,36.0271,962.0601224574906
470,8245,1,Iredell,Unknown,536,Unknown,126,Poultry - Layer,-80.8084,36.0283,962.0601224574906
319,8245,1,Iredell,Unknown,790,Unknown,126,Poultry - Layer,-80.7858,36.0283,962.0601224574906
614,16490,2,Iredell,Unknown,821,Unknown,252,Poultry - Layer,-80.7453,36.0465,1924.1202449149812
562,16490,2,Iredell,Unknown,897,Unknown,252,Poultry - Layer,-80.7326,36.0351,1924.1202449149812
291,10808,2,Davie,Unknown,983,Unknown,143,Poultry - Pullet,-80.6684,36.0302,1091.861885011279
3,66930,5,Alexander,Unknown,404000,Unknown,606,Poultry - Broiler,-81.2977,35.9864,4627.051065152693
3,26772,2,Alexander,Unknown,161333,Unknown,242,Poultry - Broiler,-81.2515,36.0029,1847.7662669421645
20,26772,2,Alexander,Unknown,24200,Unknown,242,Poultry - Broiler,-81.1503,36.0108,1847.7662669421645
64,16490,2,Iredell,Unknown,7875,Unknown,252,Poultry - Layer,-80.9701,36.001,1924.1202449149812
277,16490,2,Iredell,Unknown,1819,Unknown,252,Poultry - Layer,-80.9709,36.0267,1924.1202449149812
368,8245,1,Iredell,Unknown,685,Unknown,126,Poultry - Layer,-80.8838,36.0147,962.0601224574906
